SampleID,CellType,n,freq,lev
MEL_6,NK_lev2.5,13,0.008819539,CellType_lev2.5
MEL_6,B cell_lev2.5,701,0.475576662,CellType_lev2.5
MEL_6,Macro/Mono_lev2.5,13,0.008819539,CellType_lev2.5
MEL_6,DC_lev2.5,17,0.011533243,CellType_lev2.5
MEL_6,Mast cell_lev2.5,0,0,CellType_lev2.5
MEL_6,Cancer/epithelial_lev2.5,86,0.05834464,CellType_lev2.5
MEL_6,Fibroblast_lev2.5,21,0.014246947,CellType_lev2.5
MEL_6,EC_lev2.5,47,0.031886024,CellType_lev2.5
MEL_7,T cell_lev2.5,103,0.27176781,CellType_lev2.5
MEL_7,NK_lev2.5,1,0.002638522,CellType_lev2.5
MEL_7,B cell_lev2.5,0,0,CellType_lev2.5
MEL_7,Macro/Mono_lev2.5,95,0.250659631,CellType_lev2.5
MEL_7,DC_lev2.5,0,0,CellType_lev2.5
MEL_7,Mast cell_lev2.5,0,0,CellType_lev2.5
MEL_7,Cancer/epithelial_lev2.5,116,0.306068602,CellType_lev2.5
MEL_7,Fibroblast_lev2.5,60,0.158311346,CellType_lev2.5
MEL_7,EC_lev2.5,4,0.01055409,CellType_lev2.5
MEL_8,T cell_lev2.5,51,0.035441279,CellType_lev2.5
MEL_8,NK_lev2.5,0,0,CellType_lev2.5
MEL_8,B cell_lev2.5,3,0.002084781,CellType_lev2.5
MEL_8,Macro/Mono_lev2.5,59,0.041000695,CellType_lev2.5
MEL_8,DC_lev2.5,4,0.002779708,CellType_lev2.5
MEL_8,Mast cell_lev2.5,0,0,CellType_lev2.5
MEL_8,Cancer/epithelial_lev2.5,1249,0.867963864,CellType_lev2.5
MEL_8,Fibroblast_lev2.5,54,0.03752606,CellType_lev2.5
MEL_8,EC_lev2.5,19,0.013203614,CellType_lev2.5
MEL_9,T cell_lev2.5,95,0.059710874,CellType_lev2.5
MEL_9,NK_lev2.5,1,0.000628536,CellType_lev2.5
MEL_9,B cell_lev2.5,0,0,CellType_lev2.5
MEL_9,Macro/Mono_lev2.5,237,0.148962916,CellType_lev2.5
MEL_9,DC_lev2.5,3,0.001885607,CellType_lev2.5
MEL_9,Mast cell_lev2.5,0,0,CellType_lev2.5
MEL_9,Cancer/epithelial_lev2.5,1147,0.720930233,CellType_lev2.5
MEL_9,Fibroblast_lev2.5,93,0.058453803,CellType_lev2.5
MEL_9,EC_lev2.5,15,0.009428033,CellType_lev2.5
NSCLC_adv_1,T cell_lev2.5,38,0.083150985,CellType_lev2.5
NSCLC_adv_1,NK_lev2.5,7,0.015317287,CellType_lev2.5
NSCLC_adv_1,B cell_lev2.5,2,0.004376368,CellType_lev2.5
NSCLC_adv_1,Macro/Mono_lev2.5,112,0.245076586,CellType_lev2.5
NSCLC_adv_1,DC_lev2.5,4,0.008752735,CellType_lev2.5
NSCLC_adv_1,Mast cell_lev2.5,0,0,CellType_lev2.5
NSCLC_adv_1,Cancer/epithelial_lev2.5,291,0.636761488,CellType_lev2.5
NSCLC_adv_1,Fibroblast_lev2.5,2,0.004376368,CellType_lev2.5
NSCLC_adv_1,EC_lev2.5,1,0.002188184,CellType_lev2.5
NSCLC_adv_2,T cell_lev2.5,1951,0.618775769,CellType_lev2.5
NSCLC_adv_2,NK_lev2.5,49,0.015540755,CellType_lev2.5
NSCLC_adv_2,B cell_lev2.5,1075,0.340945132,CellType_lev2.5
NSCLC_adv_2,Macro/Mono_lev2.5,55,0.017443704,CellType_lev2.5
NSCLC_adv_2,DC_lev2.5,20,0.006343165,CellType_lev2.5
NSCLC_adv_2,Mast cell_lev2.5,1,0.000317158,CellType_lev2.5
NSCLC_adv_2,Cancer/epithelial_lev2.5,1,0.000317158,CellType_lev2.5
NSCLC_adv_2,Fibroblast_lev2.5,0,0,CellType_lev2.5
NSCLC_adv_2,EC_lev2.5,1,0.000317158,CellType_lev2.5
NSCLC_adv_3,T cell_lev2.5,313,0.286630037,CellType_lev2.5
NSCLC_adv_3,NK_lev2.5,36,0.032967033,CellType_lev2.5
NSCLC_adv_3,B cell_lev2.5,43,0.039377289,CellType_lev2.5
NSCLC_adv_3,Macro/Mono_lev2.5,44,0.04029304,CellType_lev2.5
NSCLC_adv_3,DC_lev2.5,6,0.005494505,CellType_lev2.5
NSCLC_adv_3,Mast cell_lev2.5,41,0.037545788,CellType_lev2.5
NSCLC_adv_3,Cancer/epithelial_lev2.5,476,0.435897436,CellType_lev2.5
NSCLC_adv_3,Fibroblast_lev2.5,93,0.085164835,CellType_lev2.5
NSCLC_adv_3,EC_lev2.5,40,0.036630037,CellType_lev2.5
NSCLC_adv_4,T cell_lev2.5,116,0.187096774,CellType_lev2.5
NSCLC_adv_4,NK_lev2.5,16,0.025806452,CellType_lev2.5
NSCLC_adv_4,B cell_lev2.5,60,0.096774194,CellType_lev2.5
NSCLC_adv_4,Macro/Mono_lev2.5,49,0.079032258,CellType_lev2.5
NSCLC_adv_4,DC_lev2.5,1,0.001612903,CellType_lev2.5
NSCLC_adv_4,Mast cell_lev2.5,0,0,CellType_lev2.5
NSCLC_adv_4,Cancer/epithelial_lev2.5,372,0.6,CellType_lev2.5
NSCLC_adv_4,Fibroblast_lev2.5,3,0.00483871,CellType_lev2.5
NSCLC_adv_4,EC_lev2.5,3,0.00483871,CellType_lev2.5
NSCLC_adv_5,T cell_lev2.5,786,0.288334556,CellType_lev2.5
NSCLC_adv_5,NK_lev2.5,65,0.023844461,CellType_lev2.5
NSCLC_adv_5,B cell_lev2.5,46,0.016874541,CellType_lev2.5
NSCLC_adv_5,Macro/Mono_lev2.5,365,0.133895818,CellType_lev2.5
NSCLC_adv_5,DC_lev2.5,107,0.039251651,CellType_lev2.5
NSCLC_adv_5,Mast cell_lev2.5,35,0.012839325,CellType_lev2.5
NSCLC_adv_5,Cancer/epithelial_lev2.5,1189,0.436170213,CellType_lev2.5
NSCLC_adv_5,Fibroblast_lev2.5,83,0.030447542,CellType_lev2.5
NSCLC_adv_5,EC_lev2.5,50,0.018341893,CellType_lev2.5
NSCLC_adv_6,T cell_lev2.5,341,0.502949853,CellType_lev2.5
NSCLC_adv_6,NK_lev2.5,25,0.036873156,CellType_lev2.5
NSCLC_adv_6,B cell_lev2.5,26,0.038348083,CellType_lev2.5
NSCLC_adv_6,Macro/Mono_lev2.5,69,0.101769912,CellType_lev2.5
NSCLC_adv_6,DC_lev2.5,16,0.02359882,CellType_lev2.5
NSCLC_adv_6,Mast cell_lev2.5,1,0.001474926,CellType_lev2.5
NSCLC_adv_6,Cancer/epithelial_lev2.5,111,0.163716814,CellType_lev2.5
NSCLC_adv_6,Fibroblast_lev2.5,77,0.113569322,CellType_lev2.5
NSCLC_adv_6,EC_lev2.5,12,0.017699115,CellType_lev2.5
NSCLC_adv_7,T cell_lev2.5,239,0.077926312,CellType_lev2.5
NSCLC_adv_7,NK_lev2.5,50,0.016302576,CellType_lev2.5
NSCLC_adv_7,B cell_lev2.5,38,0.012389958,CellType_lev2.5
NSCLC_adv_7,Macro/Mono_lev2.5,162,0.052820346,CellType_lev2.5
NSCLC_adv_7,DC_lev2.5,13,0.00423867,CellType_lev2.5
NSCLC_adv_7,Mast cell_lev2.5,11,0.003586567,CellType_lev2.5
NSCLC_adv_7,Cancer/epithelial_lev2.5,2382,0.776654711,CellType_lev2.5
NSCLC_adv_7,Fibroblast_lev2.5,140,0.045647212,CellType_lev2.5
NSCLC_adv_7,EC_lev2.5,32,0.010433649,CellType_lev2.5
NSCLC_adv_8,T cell_lev2.5,1324,0.618402616,CellType_lev2.5
NSCLC_adv_8,NK_lev2.5,33,0.015413358,CellType_lev2.5
NSCLC_adv_8,B cell_lev2.5,719,0.335824381,CellType_lev2.5
NSCLC_adv_8,Macro/Mono_lev2.5,50,0.023353573,CellType_lev2.5
NSCLC_adv_8,DC_lev2.5,9,0.004203643,CellType_lev2.5
NSCLC_adv_8,Mast cell_lev2.5,4,0.001868286,CellType_lev2.5
NSCLC_adv_8,Cancer/epithelial_lev2.5,0,0,CellType_lev2.5
NSCLC_adv_8,Fibroblast_lev2.5,1,0.000467071,CellType_lev2.5
NSCLC_adv_8,EC_lev2.5,1,0.000467071,CellType_lev2.5
NSCLC_early_1,T cell_lev2.5,682,0.505934718,CellType_lev2.5
NSCLC_early_1,NK_lev2.5,44,0.03264095,CellType_lev2.5
NSCLC_early_1,B cell_lev2.5,118,0.087537092,CellType_lev2.5
NSCLC_early_1,Macro/Mono_lev2.5,241,0.178783383,CellType_lev2.5
NSCLC_early_1,DC_lev2.5,51,0.037833828,CellType_lev2.5
NSCLC_early_1,Mast cell_lev2.5,10,0.007418398,CellType_lev2.5
NSCLC_early_1,Cancer/epithelial_lev2.5,188,0.139465875,CellType_lev2.5
NSCLC_early_1,Fibroblast_lev2.5,12,0.008902077,CellType_lev2.5
NSCLC_early_1,EC_lev2.5,2,0.00148368,CellType_lev2.5
NSCLC_early_10,T cell_lev2.5,836,0.23145072,CellType_lev2.5
NSCLC_early_10,NK_lev2.5,125,0.034606866,CellType_lev2.5
NSCLC_early_10,B cell_lev2.5,696,0.19269103,CellType_lev2.5
NSCLC_early_10,Macro/Mono_lev2.5,293,0.081118494,CellType_lev2.5
NSCLC_early_10,DC_lev2.5,54,0.014950166,CellType_lev2.5
NSCLC_early_10,Mast cell_lev2.5,150,0.041528239,CellType_lev2.5
NSCLC_early_10,Cancer/epithelial_lev2.5,1369,0.379014396,CellType_lev2.5
NSCLC_early_10,Fibroblast_lev2.5,68,0.018826135,CellType_lev2.5
NSCLC_early_10,EC_lev2.5,21,0.005813953,CellType_lev2.5
NSCLC_early_11,T cell_lev2.5,971,0.387315517,CellType_lev2.5
NSCLC_early_11,NK_lev2.5,176,0.07020343,CellType_lev2.5
NSCLC_early_11,B cell_lev2.5,3,0.001196649,CellType_lev2.5
NSCLC_early_11,Macro/Mono_lev2.5,978,0.390107698,CellType_lev2.5
NSCLC_early_11,DC_lev2.5,34,0.013562026,CellType_lev2.5
NSCLC_early_11,Mast cell_lev2.5,12,0.004786598,CellType_lev2.5
NSCLC_early_11,Cancer/epithelial_lev2.5,224,0.089349821,CellType_lev2.5
NSCLC_early_11,Fibroblast_lev2.5,36,0.014359793,CellType_lev2.5
NSCLC_early_11,EC_lev2.5,73,0.029118468,CellType_lev2.5
NSCLC_early_12,T cell_lev2.5,2307,0.263266005,CellType_lev2.5
NSCLC_early_12,NK_lev2.5,445,0.050781696,CellType_lev2.5
NSCLC_early_12,B cell_lev2.5,233,0.026589068,CellType_lev2.5
NSCLC_early_12,Macro/Mono_lev2.5,3812,0.435010841,CellType_lev2.5
NSCLC_early_12,DC_lev2.5,659,0.075202556,CellType_lev2.5
NSCLC_early_12,Mast cell_lev2.5,261,0.02978432,CellType_lev2.5
NSCLC_early_12,Cancer/epithelial_lev2.5,736,0.083989501,CellType_lev2.5
NSCLC_early_12,Fibroblast_lev2.5,203,0.023165583,CellType_lev2.5
NSCLC_early_12,EC_lev2.5,107,0.01221043,CellType_lev2.5
NSCLC_early_13,T cell_lev2.5,647,0.112875087,CellType_lev2.5
NSCLC_early_13,NK_lev2.5,337,0.058792742,CellType_lev2.5
NSCLC_early_13,B cell_lev2.5,18,0.003140265,CellType_lev2.5
NSCLC_early_13,Macro/Mono_lev2.5,3640,0.635031403,CellType_lev2.5
NSCLC_early_13,DC_lev2.5,63,0.010990928,CellType_lev2.5
NSCLC_early_13,Mast cell_lev2.5,14,0.002442428,CellType_lev2.5
NSCLC_early_13,Cancer/epithelial_lev2.5,738,0.128750872,CellType_lev2.5
NSCLC_early_13,Fibroblast_lev2.5,106,0.018492673,CellType_lev2.5
NSCLC_early_13,EC_lev2.5,169,0.029483601,CellType_lev2.5
NSCLC_early_14,T cell_lev2.5,426,0.186107471,CellType_lev2.5
NSCLC_early_14,NK_lev2.5,145,0.063346439,CellType_lev2.5
NSCLC_early_14,B cell_lev2.5,1,0.000436872,CellType_lev2.5
NSCLC_early_14,Macro/Mono_lev2.5,552,0.241153342,CellType_lev2.5
NSCLC_early_14,DC_lev2.5,44,0.019222368,CellType_lev2.5
NSCLC_early_14,Mast cell_lev2.5,12,0.005242464,CellType_lev2.5
NSCLC_early_14,Cancer/epithelial_lev2.5,456,0.19921363,CellType_lev2.5
NSCLC_early_14,Fibroblast_lev2.5,196,0.085626911,CellType_lev2.5
NSCLC_early_14,EC_lev2.5,457,0.199650502,CellType_lev2.5
NSCLC_early_15,T cell_lev2.5,3098,0.585301341,CellType_lev2.5
NSCLC_early_15,NK_lev2.5,247,0.046665407,CellType_lev2.5
NSCLC_early_15,B cell_lev2.5,512,0.096731532,CellType_lev2.5
NSCLC_early_15,Macro/Mono_lev2.5,388,0.073304364,CellType_lev2.5
NSCLC_early_15,DC_lev2.5,84,0.015870017,CellType_lev2.5
NSCLC_early_15,Mast cell_lev2.5,106,0.02002645,CellType_lev2.5
NSCLC_early_15,Cancer/epithelial_lev2.5,731,0.138106934,CellType_lev2.5
NSCLC_early_15,Fibroblast_lev2.5,99,0.018703949,CellType_lev2.5
NSCLC_early_15,EC_lev2.5,28,0.005290006,CellType_lev2.5
NSCLC_early_2,T cell_lev2.5,785,0.34765279,CellType_lev2.5
NSCLC_early_2,NK_lev2.5,137,0.060673162,CellType_lev2.5
NSCLC_early_2,B cell_lev2.5,254,0.112488928,CellType_lev2.5
NSCLC_early_2,Macro/Mono_lev2.5,435,0.192648361,CellType_lev2.5
NSCLC_early_2,DC_lev2.5,63,0.027900797,CellType_lev2.5
NSCLC_early_2,Mast cell_lev2.5,92,0.040744021,CellType_lev2.5
NSCLC_early_2,Cancer/epithelial_lev2.5,322,0.142604074,CellType_lev2.5
NSCLC_early_2,Fibroblast_lev2.5,155,0.068644818,CellType_lev2.5
NSCLC_early_2,EC_lev2.5,15,0.006643047,CellType_lev2.5
NSCLC_early_3,T cell_lev2.5,77,0.231231231,CellType_lev2.5
NSCLC_early_3,NK_lev2.5,46,0.138138138,CellType_lev2.5
NSCLC_early_3,B cell_lev2.5,3,0.009009009,CellType_lev2.5
NSCLC_early_3,Macro/Mono_lev2.5,81,0.243243243,CellType_lev2.5
NSCLC_early_3,DC_lev2.5,4,0.012012012,CellType_lev2.5
NSCLC_early_3,Mast cell_lev2.5,11,0.033033033,CellType_lev2.5
NSCLC_early_3,Cancer/epithelial_lev2.5,77,0.231231231,CellType_lev2.5
NSCLC_early_3,Fibroblast_lev2.5,12,0.036036036,CellType_lev2.5
NSCLC_early_3,EC_lev2.5,22,0.066066066,CellType_lev2.5
NSCLC_early_4,T cell_lev2.5,3848,0.356924219,CellType_lev2.5
NSCLC_early_4,NK_lev2.5,287,0.026620907,CellType_lev2.5
NSCLC_early_4,B cell_lev2.5,690,0.064001484,CellType_lev2.5
NSCLC_early_4,Macro/Mono_lev2.5,2022,0.187552175,CellType_lev2.5
NSCLC_early_4,DC_lev2.5,286,0.026528151,CellType_lev2.5
NSCLC_early_4,Mast cell_lev2.5,184,0.017067062,CellType_lev2.5
NSCLC_early_4,Cancer/epithelial_lev2.5,2586,0.239866432,CellType_lev2.5
NSCLC_early_4,Fibroblast_lev2.5,621,0.057601336,CellType_lev2.5
NSCLC_early_4,EC_lev2.5,257,0.023838234,CellType_lev2.5
NSCLC_early_5,T cell_lev2.5,1438,0.361125063,CellType_lev2.5
NSCLC_early_5,NK_lev2.5,218,0.054746359,CellType_lev2.5
NSCLC_early_5,B cell_lev2.5,27,0.006780512,CellType_lev2.5
NSCLC_early_5,Macro/Mono_lev2.5,1005,0.252385736,CellType_lev2.5
NSCLC_early_5,DC_lev2.5,71,0.017830236,CellType_lev2.5
NSCLC_early_5,Mast cell_lev2.5,40,0.010045203,CellType_lev2.5
NSCLC_early_5,Cancer/epithelial_lev2.5,634,0.159216474,CellType_lev2.5
NSCLC_early_5,Fibroblast_lev2.5,180,0.045203415,CellType_lev2.5
NSCLC_early_5,EC_lev2.5,369,0.092667002,CellType_lev2.5
NSCLC_early_6,T cell_lev2.5,1141,0.397560976,CellType_lev2.5
NSCLC_early_6,NK_lev2.5,212,0.073867596,CellType_lev2.5
NSCLC_early_6,B cell_lev2.5,53,0.018466899,CellType_lev2.5
NSCLC_early_6,Macro/Mono_lev2.5,921,0.320905923,CellType_lev2.5
NSCLC_early_6,DC_lev2.5,23,0.008013937,CellType_lev2.5
NSCLC_early_6,Mast cell_lev2.5,29,0.01010453,CellType_lev2.5
NSCLC_early_6,Cancer/epithelial_lev2.5,271,0.094425087,CellType_lev2.5
NSCLC_early_6,Fibroblast_lev2.5,83,0.028919861,CellType_lev2.5
NSCLC_early_6,EC_lev2.5,137,0.047735192,CellType_lev2.5
NSCLC_early_7,T cell_lev2.5,7597,0.599085246,CellType_lev2.5
NSCLC_early_7,NK_lev2.5,163,0.012853876,CellType_lev2.5
NSCLC_early_7,B cell_lev2.5,804,0.06340194,CellType_lev2.5
NSCLC_early_7,Macro/Mono_lev2.5,967,0.076255816,CellType_lev2.5
NSCLC_early_7,DC_lev2.5,121,0.009541834,CellType_lev2.5
NSCLC_early_7,Mast cell_lev2.5,24,0.001892595,CellType_lev2.5
NSCLC_early_7,Cancer/epithelial_lev2.5,2841,0.224035959,CellType_lev2.5
NSCLC_early_7,Fibroblast_lev2.5,91,0.00717609,CellType_lev2.5
NSCLC_early_7,EC_lev2.5,73,0.005756644,CellType_lev2.5
NSCLC_early_8,T cell_lev2.5,4712,0.350178359,CellType_lev2.5
NSCLC_early_8,NK_lev2.5,273,0.020288347,CellType_lev2.5
NSCLC_early_8,B cell_lev2.5,1637,0.121655767,CellType_lev2.5
NSCLC_early_8,Macro/Mono_lev2.5,663,0.0492717,CellType_lev2.5
NSCLC_early_8,DC_lev2.5,169,0.012559453,CellType_lev2.5
NSCLC_early_8,Mast cell_lev2.5,146,0.010850178,CellType_lev2.5
NSCLC_early_8,Cancer/epithelial_lev2.5,5035,0.374182521,CellType_lev2.5
NSCLC_early_8,Fibroblast_lev2.5,543,0.040353746,CellType_lev2.5
NSCLC_early_8,EC_lev2.5,278,0.020659929,CellType_lev2.5
NSCLC_early_9,T cell_lev2.5,2287,0.401368901,CellType_lev2.5
NSCLC_early_9,NK_lev2.5,209,0.036679537,CellType_lev2.5
NSCLC_early_9,B cell_lev2.5,78,0.013689014,CellType_lev2.5
NSCLC_early_9,Macro/Mono_lev2.5,1990,0.349245349,CellType_lev2.5
NSCLC_early_9,DC_lev2.5,335,0.058792559,CellType_lev2.5
NSCLC_early_9,Mast cell_lev2.5,111,0.019480519,CellType_lev2.5
NSCLC_early_9,Cancer/epithelial_lev2.5,616,0.108108108,CellType_lev2.5
NSCLC_early_9,Fibroblast_lev2.5,50,0.008775009,CellType_lev2.5
NSCLC_early_9,EC_lev2.5,22,0.003861004,CellType_lev2.5
OV_1,T cell_lev2.5,417,0.092297477,CellType_lev2.5
OV_1,NK_lev2.5,95,0.021027003,CellType_lev2.5
OV_1,B cell_lev2.5,4,0.000885347,CellType_lev2.5
OV_1,Macro/Mono_lev2.5,1040,0.23019035,CellType_lev2.5
OV_1,DC_lev2.5,113,0.025011067,CellType_lev2.5
OV_1,Mast cell_lev2.5,5,0.001106684,CellType_lev2.5
OV_1,Cancer/epithelial_lev2.5,1753,0.388003541,CellType_lev2.5
OV_1,Fibroblast_lev2.5,1067,0.236166445,CellType_lev2.5
OV_1,EC_lev2.5,24,0.005312085,CellType_lev2.5
OV_10,T cell_lev2.5,572,0.110233186,CellType_lev2.5
OV_10,NK_lev2.5,88,0.016958952,CellType_lev2.5
OV_10,B cell_lev2.5,2,0.000385431,CellType_lev2.5
OV_10,Macro/Mono_lev2.5,971,0.187126614,CellType_lev2.5
OV_10,DC_lev2.5,253,0.048756986,CellType_lev2.5
OV_10,Mast cell_lev2.5,7,0.001349008,CellType_lev2.5
OV_10,Cancer/epithelial_lev2.5,467,0.089998073,CellType_lev2.5
OV_10,Fibroblast_lev2.5,2587,0.498554635,CellType_lev2.5
OV_10,EC_lev2.5,242,0.046637117,CellType_lev2.5
OV_11,T cell_lev2.5,832,0.143944637,CellType_lev2.5
OV_11,NK_lev2.5,75,0.012975779,CellType_lev2.5
OV_11,B cell_lev2.5,1,0.00017301,CellType_lev2.5
OV_11,Macro/Mono_lev2.5,694,0.120069204,CellType_lev2.5
OV_11,DC_lev2.5,130,0.022491349,CellType_lev2.5
OV_11,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_11,Cancer/epithelial_lev2.5,1277,0.220934256,CellType_lev2.5
OV_11,Fibroblast_lev2.5,2614,0.452249135,CellType_lev2.5
OV_11,EC_lev2.5,157,0.02716263,CellType_lev2.5
OV_2,T cell_lev2.5,923,0.184858802,CellType_lev2.5
OV_2,NK_lev2.5,248,0.049669537,CellType_lev2.5
OV_2,B cell_lev2.5,296,0.059282996,CellType_lev2.5
OV_2,Macro/Mono_lev2.5,208,0.041658322,CellType_lev2.5
OV_2,DC_lev2.5,47,0.009413178,CellType_lev2.5
OV_2,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_2,Cancer/epithelial_lev2.5,2570,0.514720609,CellType_lev2.5
OV_2,Fibroblast_lev2.5,586,0.11736431,CellType_lev2.5
OV_2,EC_lev2.5,115,0.023032245,CellType_lev2.5
OV_3,T cell_lev2.5,322,0.052960526,CellType_lev2.5
OV_3,NK_lev2.5,41,0.006743421,CellType_lev2.5
OV_3,B cell_lev2.5,1,0.000164474,CellType_lev2.5
OV_3,Macro/Mono_lev2.5,229,0.037664474,CellType_lev2.5
OV_3,DC_lev2.5,41,0.006743421,CellType_lev2.5
OV_3,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_3,Cancer/epithelial_lev2.5,2135,0.351151316,CellType_lev2.5
OV_3,Fibroblast_lev2.5,3143,0.516940789,CellType_lev2.5
OV_3,EC_lev2.5,168,0.027631579,CellType_lev2.5
OV_4,T cell_lev2.5,274,0.258003766,CellType_lev2.5
OV_4,NK_lev2.5,20,0.018832392,CellType_lev2.5
OV_4,B cell_lev2.5,1,0.00094162,CellType_lev2.5
OV_4,Macro/Mono_lev2.5,233,0.219397363,CellType_lev2.5
OV_4,DC_lev2.5,16,0.015065913,CellType_lev2.5
OV_4,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_4,Cancer/epithelial_lev2.5,468,0.440677966,CellType_lev2.5
OV_4,Fibroblast_lev2.5,46,0.043314501,CellType_lev2.5
OV_4,EC_lev2.5,4,0.003766478,CellType_lev2.5
OV_5,T cell_lev2.5,133,0.028219818,CellType_lev2.5
OV_5,NK_lev2.5,17,0.003607044,CellType_lev2.5
OV_5,B cell_lev2.5,1,0.000212179,CellType_lev2.5
OV_5,Macro/Mono_lev2.5,91,0.019308296,CellType_lev2.5
OV_5,DC_lev2.5,6,0.001273074,CellType_lev2.5
OV_5,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_5,Cancer/epithelial_lev2.5,83,0.017610864,CellType_lev2.5
OV_5,Fibroblast_lev2.5,4215,0.894334819,CellType_lev2.5
OV_5,EC_lev2.5,167,0.035433906,CellType_lev2.5
OV_6,T cell_lev2.5,600,0.173460538,CellType_lev2.5
OV_6,NK_lev2.5,148,0.042786933,CellType_lev2.5
OV_6,B cell_lev2.5,15,0.004336513,CellType_lev2.5
OV_6,Macro/Mono_lev2.5,932,0.269442035,CellType_lev2.5
OV_6,DC_lev2.5,79,0.022838971,CellType_lev2.5
OV_6,Mast cell_lev2.5,1,0.000289101,CellType_lev2.5
OV_6,Cancer/epithelial_lev2.5,1195,0.345475571,CellType_lev2.5
OV_6,Fibroblast_lev2.5,464,0.134142816,CellType_lev2.5
OV_6,EC_lev2.5,25,0.007227522,CellType_lev2.5
OV_7,T cell_lev2.5,562,0.078777684,CellType_lev2.5
OV_7,NK_lev2.5,119,0.016680684,CellType_lev2.5
OV_7,B cell_lev2.5,21,0.00294365,CellType_lev2.5
OV_7,Macro/Mono_lev2.5,1022,0.143257639,CellType_lev2.5
OV_7,DC_lev2.5,22,0.003083824,CellType_lev2.5
OV_7,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_7,Cancer/epithelial_lev2.5,2106,0.295206056,CellType_lev2.5
OV_7,Fibroblast_lev2.5,3231,0.452901598,CellType_lev2.5
OV_7,EC_lev2.5,51,0.007148865,CellType_lev2.5
OV_8,T cell_lev2.5,102,0.039550213,CellType_lev2.5
OV_8,NK_lev2.5,9,0.003489725,CellType_lev2.5
OV_8,B cell_lev2.5,1,0.000387747,CellType_lev2.5
OV_8,Macro/Mono_lev2.5,133,0.051570376,CellType_lev2.5
OV_8,DC_lev2.5,12,0.004652966,CellType_lev2.5
OV_8,Mast cell_lev2.5,0,0,CellType_lev2.5
OV_8,Cancer/epithelial_lev2.5,1849,0.716944552,CellType_lev2.5
OV_8,Fibroblast_lev2.5,406,0.157425359,CellType_lev2.5
OV_8,EC_lev2.5,67,0.025979062,CellType_lev2.5
OV_9,T cell_lev2.5,979,0.106668119,CellType_lev2.5
OV_9,NK_lev2.5,110,0.011985182,CellType_lev2.5
OV_9,B cell_lev2.5,3,0.000326869,CellType_lev2.5
OV_9,Macro/Mono_lev2.5,916,0.099803879,CellType_lev2.5
OV_9,DC_lev2.5,287,0.031270429,CellType_lev2.5
OV_9,Mast cell_lev2.5,2,0.000217912,CellType_lev2.5
OV_9,Cancer/epithelial_lev2.5,3631,0.395619961,CellType_lev2.5
OV_9,Fibroblast_lev2.5,2784,0.30333406,CellType_lev2.5
OV_9,EC_lev2.5,466,0.050773589,CellType_lev2.5
BC_adv_1,CD4+ TN_lev5,93,0.10426009,CellType_lev5_update
BC_adv_1,CD4+ TEM_lev5,106,0.118834081,CellType_lev5_update
BC_adv_1,CD4+ TFH_lev5,19,0.021300448,CellType_lev5_update
BC_adv_1,CD4+ TH1_lev5,4,0.004484305,CellType_lev5_update
BC_adv_1,CD4+ TREG_lev5,86,0.096412556,CellType_lev5_update
BC_adv_1,CD4+ TH17_lev5,14,0.015695067,CellType_lev5_update
BC_adv_1,CD8+ TN_lev5,1,0.001121076,CellType_lev5_update
BC_adv_1,CD8+ TEM_lev5,115,0.128923767,CellType_lev5_update
BC_adv_1,CD8+ TEX_lev5,186,0.208520179,CellType_lev5_update
BC_adv_1,CD8+ TEMRA_lev5,19,0.021300448,CellType_lev5_update
BC_adv_1,CD8+ TRM_lev5,43,0.048206278,CellType_lev5_update
BC_adv_1,Prolif Tcell_lev5,127,0.142376682,CellType_lev5_update
BC_adv_1,CD8+ Tγδ_lev5,39,0.043721973,CellType_lev5_update
BC_adv_1,CD8- Tγδ_lev5,5,0.005605381,CellType_lev5_update
BC_adv_1,CD8+ MAIT_lev5,1,0.001121076,CellType_lev5_update
BC_adv_1,MAIT_lev5,0,0,CellType_lev5_update
BC_adv_1,NK inflam_lev5,28,0.031390135,CellType_lev5_update
BC_adv_1,NK cyto_lev5,6,0.006726457,CellType_lev5_update
BC_adv_2,CD4+ TN_lev5,41,0.096470588,CellType_lev5_update
BC_adv_2,CD4+ TEM_lev5,54,0.127058824,CellType_lev5_update
BC_adv_2,CD4+ TFH_lev5,26,0.061176471,CellType_lev5_update
BC_adv_2,CD4+ TH1_lev5,17,0.04,CellType_lev5_update
BC_adv_2,CD4+ TREG_lev5,55,0.129411765,CellType_lev5_update
BC_adv_2,CD4+ TH17_lev5,17,0.04,CellType_lev5_update
BC_adv_2,CD8+ TN_lev5,5,0.011764706,CellType_lev5_update
BC_adv_2,CD8+ TEM_lev5,116,0.272941176,CellType_lev5_update
BC_adv_2,CD8+ TEX_lev5,3,0.007058824,CellType_lev5_update
BC_adv_2,CD8+ TEMRA_lev5,5,0.011764706,CellType_lev5_update
BC_adv_2,CD8+ TRM_lev5,27,0.063529412,CellType_lev5_update
BC_adv_2,Prolif Tcell_lev5,6,0.014117647,CellType_lev5_update
